year,month,Luxury,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,basement,yr_built,yr_renovated,lat,long,price
2014,10,1,3.0000000000000004,2.0,1400.0,12092.999999999998,1.0,0,0,B,1400.0,0,1951.0000000000002,0.0,47.6272,-122.209,850000
2014,12,1,4.0,2.5,3059.9999999999995,8790.6,2.0,0,0,B,3060.0,0,2005.0,0.0,47.5521,-121.989,753000
2014,9,0,3.0000000000000004,2.0,2460.0,8787.599999999999,1.0,1,1,B,2460.0,0,1955.0,0.0,47.3811,-122.325,357000
2014,7,0,3.0000000000000004,1.0,1300.0,12524.400000000001,1.0,0,0,C,1300.0,0,1959.0000000000002,0.0,47.524,-121.821,281000
2014,12,1,3.0000000000000004,2.5,1860.0,15284.199999999997,2.0,0,0,B,1860.0,0,1992.9999999999998,0.0,47.677499999999995,-122.165,625000
2014,8,0,2.0,1.0,870.0,6328.2,1.0,0,0,B,870.0,0,1949.0,0.0,47.5186,-122.375,235000
2014,7,1,4.0,2.5,3080.0,8452.199999999999,2.5,0,0,B,3080.0,0,2007.9999999999998,0.0,47.7066,-122.112,750000
2014,7,0,4.0,2.0,2220.0000000000005,8071.599999999999,1.0,0,0,A,1140.0,1,1963.0,0.0,47.492,-122.166,374000
2014,12,0,3.0000000000000004,2.5,1770.0000000000002,7907.6,1.0,0,0,C,1349.9999999999998,1,1976.0,0.0,47.7358,-122.17,436000
2014,8,0,3.0000000000000004,1.0,939.9999999999999,7469.599999999999,1.0,0,0,C,940.0,0,1942.0,0.0,47.511700000000005,-122.378,267000
2014,6,1,3.0000000000000004,2.5,2270.0000000000005,7339.999999999999,2.0,0,0,B,2270.0,0,1998.0,0.0,47.4815,-122.47,585000
2014,12,0,2.0,1.0,710.0,9000.8,1.0,0,0,A,710.0,0,1942.0,0.0,47.5122,-122.37400000000001,285950
2014,6,1,10.0,3.0,3190.0,8866.0,1.0,0,1,B,1890.0,1,2013.0,0.0,47.509,-122.24,664950
2014,7,0,4.0,3.0,2180.0,8136.799999999999,2.0,0,0,C,2180.0,0,1968.0,0.0,47.5338,-122.033,499900
2014,8,0,3.0000000000000004,2.0,2100.0,11352.8,1.0,0,0,B,2100.0,0,2010.0000000000002,0.0,47.6907,-121.917,399000
2014,6,0,3.0000000000000004,1.0,1320.0,8453.6,1.0,0,0,C,1320.0,0,1967.0,0.0,47.2787,-122.20500000000001,206000
2014,8,0,5.0,2.5,2990.0000000000005,9451.199999999999,2.0,0,0,B,2990.0,0,2014.9999999999998,0.0,47.738400000000006,-122.348,357000
2014,10,0,3.0000000000000004,1.5,1050.0,8708.4,1.0,0,0,C,800.0,1,1949.9999999999998,0.0,47.6578,-122.39,420000
2014,5,0,4.0,2.0,1640.0,3617.4000000000005,2.0,0,0,B,1640.0,0,1906.9999999999998,1983.0,47.6662,-122.365,492000
2014,8,0,3.0000000000000004,2.5,1840.0000000000002,5901.0,2.0,0,0,B,1840.0,0,1993.9999999999998,0.0,47.26700000000001,-122.312,297000
2014,9,1,3.0000000000000004,2.0,1720.0,4773.8,1.0,0,0,A,860.0000000000001,1,1906.0,0.0,47.67819999999999,-122.314,575000
2014,5,1,2.0,2.5,2220.0000000000005,5991.4,2.0,0,0,B,2220.0,0,1999.9999999999998,0.0,47.6364,-122.28,1425000
2014,9,0,2.0,2.0,1300.0,7682.2,1.0,0,0,B,650.0,1,1939.0,0.0,47.49889999999999,-122.329,244500
2014,9,1,4.0,2.5,2095.0000000000005,3860.7999999999997,1.5,0,0,A,1295.0,1,1910.0,0.0,47.5838,-122.39,711000
2014,10,0,4.0,2.5,3139.9999999999995,7358.400000000001,2.0,0,0,C,3140.0,0,1977.0,0.0,47.3863,-122.156,400000
2014,10,0,2.0,2.5,1140.0,1558.6,2.0,0,0,B,1010.0,1,1999.0,0.0,47.659,-122.346,399950
2014,10,1,5.0,2.5,2710.0,13915.600000000002,1.0,0,0,A,1910.0,1,1959.0000000000002,0.0,47.5958,-122.175,830000
2014,9,1,3.0000000000000004,2.0,2660.0000000000005,8607.8,1.5,0,1,B,1940.0000000000002,1,1910.0,0.0,47.5829,-122.382,727500
2014,5,1,4.0,2.5,2560.0,13565.6,2.0,0,0,B,2560.0,0,1992.0,0.0,47.5717,-121.991,642000
2014,9,1,4.0,2.5,2500.0,5851.0,2.0,0,0,B,2500.0,0,2000.9999999999998,0.0,47.69220000000001,-122.174,650000
2014,10,1,4.0,2.5,2540.0,10260.8,2.0,0,0,B,2540.0,0,2009.0000000000002,0.0,47.7073,-122.112,717000
2014,12,0,3.0000000000000004,2.0,1320.0,14865.8,1.0,0,0,B,1320.0,0,1988.0000000000002,0.0,47.4838,-122.33000000000001,292000
2014,5,0,3.0000000000000004,1.0,1010.0,12454.799999999997,1.0,0,0,C,1010.0,0,1973.0000000000002,0.0,47.532399999999996,-121.763,310000
2014,11,1,5.0,3.5,2400.0,17598.8,2.0,0,0,C,1780.0,1,1927.9999999999998,0.0,47.6094,-122.291,700000
2014,6,0,4.0,3.0,2240.0,7331.2,2.0,0,0,B,2240.0,0,1992.0,0.0,47.7348,-122.295,337000
2014,6,0,5.0,2.0,1940.0,16765.0,1.5,0,0,B,1940.0000000000002,0,1956.9999999999998,0.0,47.7751,-122.38,465250
2014,11,1,4.0,2.0,2550.0,14467.800000000001,1.0,0,0,B,1890.0,1,1982.0,0.0,47.77069999999999,-122.123,550000
2014,12,1,4.0,4.0,5780.0,6876.8,2.0,0,0,B,4130.0,1,2007.9999999999998,0.0,47.6374,-122.288,2890000
2014,9,0,3.0000000000000004,2.0,2100.0,9911.4,1.0,0,0,C,1079.9999999999998,1,1956.9999999999998,0.0,47.7622,-122.302,440000
2014,9,1,3.0000000000000004,2.5,2630.0,13979.0,2.0,0,0,B,2630.0,0,1996.0,0.0,47.55149999999999,-122.083,665000
2014,7,0,3.0000000000000004,2.5,1852.0000000000005,4853.200000000001,2.0,0,0,B,1852.0,0,2014.0,0.0,47.345499999999994,-122.21,298000
2014,11,0,3.0000000000000004,1.0,1240.0,6869.0,1.0,0,0,B,1239.9999999999998,0,1920.9999999999998,1992.0,47.4303,-122.046,234000
2014,9,1,3.0000000000000004,3.0,2770.0,10030.8,1.0,0,1,A,1640.0,1,1962.0,0.0,47.7011,-122.206,678000
2014,7,0,3.0000000000000004,1.0,1320.0,5457.4,1.5,0,0,B,1320.0,0,1913.0,0.0,47.5288,-122.325,279000
2014,11,0,4.0,2.0,1940.0,13398.600000000002,1.0,0,0,C,1940.0000000000002,0,1974.0000000000002,0.0,47.3215,-122.369,252000
2014,8,1,4.0,4.0,3610.0000000000005,2830.7999999999997,3.0,0,0,B,3290.0,1,1993.9999999999998,0.0,47.6992,-122.38499999999999,830005
2014,11,1,4.0,3.5,4740.0,17204.0,2.0,0,0,B,4740.0,0,1990.0,0.0,47.6624,-122.071,1150000
2014,6,0,3.0000000000000004,2.0,1540.0,5861.8,1.0,0,0,A,770.0,1,1947.0,0.0,47.5763,-122.222,500000
2014,8,0,2.0,2.0,1540.0,9347.2,1.0,0,0,B,959.9999999999999,1,1949.0,0.0,47.6932,-122.395,495000
2014,6,1,4.0,3.5,3449.9999999999995,7472.8,2.0,0,1,C,2430.0,1,1960.0,2001.0,47.4556,-122.372,1035000
2014,7,0,3.0000000000000004,2.5,2010.0,4866.799999999999,2.0,0,0,B,2010.0,0,2006.0,0.0,47.33379999999999,-122.052,282000
2014,9,1,3.0000000000000004,2.5,2120.0000000000005,11320.999999999998,2.0,0,0,B,2120.0,0,2004.0,0.0,47.681,-122.032,575000
2014,9,0,3.0000000000000004,1.5,1580.0,11300.2,1.0,0,0,C,1580.0,0,1956.9999999999998,0.0,47.29030000000001,-122.214,233500
2014,9,1,3.0000000000000004,2.5,2340.0,9796.4,2.0,0,0,B,2340.0,0,1998.0,0.0,47.6059,-122.307,618000
2014,10,1,5.0,3.5,3829.9999999999995,13121.6,2.0,0,0,B,3830.0,0,2014.0,0.0,47.68430000000001,-122.016,955990
2014,11,0,3.0000000000000004,2.0,1410.0,16976.6,1.0,0,0,C,1410.0,0,1983.0,0.0,47.758700000000005,-122.144,375000
2014,10,0,2.0,2.0,1470.0,8300.799999999997,2.0,0,0,B,1470.0,0,2005.0,0.0,47.3502,-122.02,249900
2014,5,0,3.0000000000000004,3.0,2090.0,4962.999999999999,2.0,0,0,B,2090.0,0,2012.0,0.0,47.7336,-121.965,403000
2014,6,0,2.0,1.0,1220.0,7033.800000000001,1.0,0,0,B,920.0,1,1926.0,0.0,47.6823,-122.365,499000
2014,10,1,3.0000000000000004,2.5,2810.0,14841.199999999997,2.0,0,0,B,2810.0,0,2004.0,0.0,47.7735,-122.22700000000002,533000
2014,9,1,2.0,2.0,2870.0,9850.800000000001,2.0,0,1,C,1770.0,1,1993.9999999999998,0.0,47.4847,-122.0,570000
2014,9,1,4.0,2.5,1720.0,10558.8,2.0,0,1,B,1470.0,1,1999.9999999999998,0.0,47.591,-122.29300000000002,536500
2014,8,1,4.0,2.5,2790.0,13202.8,2.0,0,0,C,2790.0,0,1963.9999999999998,0.0,47.5477,-122.215,950000
2014,8,0,3.0000000000000004,1.0,1050.0,6997.400000000001,1.0,0,0,B,930.0,1,1920.0,0.0,47.5402,-122.38,435000
2014,5,1,5.0,2.5,2820.0000000000005,14567.999999999996,2.0,0,0,B,2820.0,0,1978.9999999999998,0.0,47.57940000000001,-122.02500000000002,675000
2014,5,1,3.0000000000000004,1.5,1660.0,2961.0000000000005,2.0,0,0,B,1660.0,0,1906.9999999999998,0.0,47.6352,-122.358,926300
2014,6,0,3.0000000000000004,2.5,1210.0,1172.0,3.0,0,0,B,1210.0,0,2007.9999999999998,0.0,47.6977,-122.349,345000
2014,10,1,4.0,2.5,2550.0,15548.2,2.0,0,0,B,2550.0,0,1998.0,0.0,47.53730000000001,-121.87,543500
2014,6,1,2.0,2.0,1460.0000000000002,6812.4,1.0,0,1,A,1459.9999999999998,0,1899.9999999999998,0.0,47.6857,-122.208,1010000
2014,8,1,3.0000000000000004,3.0,3040.0,13052.000000000002,2.0,0,0,C,3040.0,0,1987.0000000000002,0.0,47.7108,-122.225,825000
2014,11,0,3.0000000000000004,2.0,1080.0,7177.2,1.0,0,0,B,580.0,1,1954.0,2003.0,47.6601,-122.4,331000
2014,5,0,2.0,1.0,1050.0,7079.6,1.0,0,0,C,1050.0,0,1942.9999999999998,0.0,47.32260000000001,-122.287,415000
2014,7,0,4.0,2.5,2080.0,4488.8,2.0,0,0,B,2080.0,0,1998.0,0.0,47.4909,-122.157,300000
2014,6,1,4.0,2.0,1879.9999999999998,6387.0,1.5,0,0,C,1090.0,1,1944.0000000000002,0.0,47.6635,-122.362,560000
2014,7,1,4.0,2.5,2640.0,13258.399999999998,1.0,0,0,B,1770.0,1,1977.0,0.0,47.4688,-122.009,518000
2014,5,0,4.0,2.5,1700.0,16535.199999999997,2.0,0,0,C,1699.9999999999998,0,1988.0000000000002,0.0,47.40449999999999,-122.171,290000
2014,5,1,3.0000000000000004,1.5,1540.0,2961.0000000000005,2.0,0,0,B,1540.0,0,1941.0,2009.0,47.5678,-122.378,525000
2014,10,0,3.0000000000000004,2.0,1230.0,10341.199999999999,1.0,0,0,B,1230.0,0,1985.9999999999998,0.0,47.2881,-122.36300000000001,220000
2014,8,0,3.0000000000000004,2.5,1400.0,6061.999999999999,2.0,0,0,B,1400.0,0,2012.0,0.0,47.3596,-122.082,270000
2014,11,1,4.0,4.0,5050.0,10204.0,2.0,0,0,B,3260.0,1,1999.9999999999998,0.0,47.5269,-121.922,1335000
2014,6,0,3.0000000000000004,0.0,1720.0,7622.800000000001,1.0,0,0,B,999.9999999999999,1,1983.0,0.0,47.3186,-122.391,275000
2014,9,1,6.000000000000001,2.5,3759.9999999999995,12793.799999999997,1.0,0,0,B,2360.0,1,1967.0,0.0,47.6976,-122.381,838300
2014,11,1,3.0000000000000004,3.0,3730.0,8566.600000000002,1.5,0,0,C,2230.0,1,1990.0,0.0,47.4257,-122.03,649500
2014,7,0,3.0000000000000004,2.0,1400.0,11239.999999999998,1.0,0,0,C,1400.0,0,1976.0,0.0,47.479000000000006,-122.132,305000
2014,9,1,4.0,1.0,1569.9999999999998,4150.799999999999,1.5,0,0,B,1570.0,0,1920.0,0.0,47.627500000000005,-122.321,525000
2014,6,0,3.0000000000000004,2.5,2280.0000000000005,7036.200000000001,2.0,0,0,B,2280.0,0,2011.0,0.0,47.7322,-121.966,415000
2014,6,1,4.0,2.5,3209.9999999999995,20577.600000000002,2.0,0,0,B,3210.0,0,1995.0000000000002,0.0,47.6073,-122.06200000000001,770000
2014,7,1,3.0000000000000004,2.5,2390.0,17356.6,2.0,0,0,C,2390.0,0,1990.0,0.0,47.62709999999999,-122.028,640000
2014,12,0,3.0000000000000004,2.0,1569.9999999999998,8331.6,1.0,0,0,B,1570.0,0,2000.9999999999998,0.0,47.6965,-121.922,340000
2014,8,1,4.0,2.5,2460.0,9969.8,1.0,0,0,C,1560.0,1,1964.9999999999998,0.0,47.7133,-122.361,640000
2014,6,0,3.0000000000000004,2.0,1320.0,8506.0,1.0,0,0,A,1320.0,0,1975.0,0.0,47.3947,-122.174,251750
2014,6,1,3.0000000000000004,3.0,2340.0,13186.199999999999,1.0,0,0,C,1500.0000000000002,1,1971.9999999999998,0.0,47.5952,-122.05099999999999,563000
2014,9,0,1.0,1.0,1090.0,9976.2,1.0,0,0,C,1090.0,0,1924.0,0.0,47.54,-122.269,463500
2014,5,0,4.0,2.0,1520.0,12785.599999999997,1.0,0,0,A,1520.0,0,1967.0,0.0,47.7357,-122.193,425000
2014,10,1,4.0,4.0,3320.0,11205.400000000001,2.0,0,0,B,3320.0,0,2014.0,0.0,47.59630000000001,-122.2,1699990
2014,8,1,3.0000000000000004,2.5,2180.0,9429.6,1.0,0,0,C,1660.0,1,1966.0000000000002,0.0,47.53580000000001,-122.235,910000
2014,5,0,3.0000000000000004,2.5,1700.0,8030.5999999999985,2.0,0,0,B,1699.9999999999998,0,2003.0,0.0,47.5327,-121.871,384000
2014,9,0,3.0000000000000004,2.0,1510.0,9939.599999999999,1.0,0,0,C,1510.0,0,1984.0,0.0,47.5931,-122.158,490000
2014,5,1,4.0,2.0,2060.0000000000005,7098.0,1.0,0,0,C,1160.0,1,1947.0,0.0,47.444399999999995,-122.351,647500
2014,9,0,3.0000000000000004,2.5,1320.0,3575.4000000000005,2.0,0,0,B,1320.0,0,2005.0,0.0,47.5355,-122.283,300000
2014,9,0,3.0000000000000004,2.0,1400.0,12792.6,1.0,0,0,C,700.0,1,1908.0000000000002,2006.0,47.650800000000004,-122.368,460000
2014,12,1,5.0,4.0,3829.9999999999995,12279.8,2.0,0,0,B,3830.0,0,2005.0,0.0,47.5837,-121.971,852500
2014,9,1,4.0,3.5,2910.0000000000005,11869.2,2.0,0,1,A,1830.0000000000002,1,1913.9999999999998,0.0,47.616,-122.282,1850000
2014,7,0,4.0,2.5,2420.0,10121.000000000002,1.0,0,0,A,1210.0,1,1957.9999999999998,0.0,47.7397,-122.259,485000
2014,6,0,4.0,3.0,2420.0,7331.2,2.0,0,0,B,2420.0,0,2005.0,0.0,47.3772,-122.02900000000001,376000
2014,11,0,3.0000000000000004,2.0,1529.9999999999998,12193.8,1.0,0,0,B,1180.0,1,1988.0000000000002,0.0,47.7422,-122.097,410000
2014,8,0,4.0,2.5,2220.0000000000005,6983.0,2.0,0,0,B,2220.0,0,2000.9999999999998,0.0,47.4887,-122.14999999999999,291375
2014,5,0,3.0000000000000004,1.5,1770.0000000000002,9626.599999999999,1.0,0,0,B,1160.0,1,1959.0000000000002,0.0,47.5659,-122.11699999999999,450000
2014,10,0,4.0,2.5,1850.0,1681.6000000000001,2.0,0,0,B,1600.0,1,2005.0,0.0,47.5529,-121.99600000000001,476100
2014,12,1,5.0,2.0,3920.0000000000005,4736.0,1.5,0,0,A,2560.0,1,1910.0,0.0,47.5798,-122.294,760000
2014,10,0,2.0,1.0,720.0,6761.2,1.0,0,0,?,720.0,0,1942.9999999999998,0.0,47.5535,-122.393,310000
2014,7,0,3.0000000000000004,0.0,2530.0000000000005,7218.2,1.0,0,0,C,1800.0,1,1977.0,0.0,47.3913,-122.12099999999998,375000
2014,8,0,4.0,3.0,2570.0,13337.799999999997,1.0,0,0,B,1420.0,1,1988.0000000000002,0.0,47.4417,-122.09,390000
2014,9,1,3.0000000000000004,2.5,2040.0000000000005,8527.199999999999,2.0,0,0,B,2040.0,0,1977.0,0.0,47.7584,-122.136,730000
2014,9,0,3.0000000000000004,2.5,1489.9999999999998,5492.000000000001,2.0,0,0,B,1490.0,0,2005.0,0.0,47.43240000000001,-122.197,237000
2014,9,0,3.0000000000000004,2.5,1700.0,8099.999999999999,2.0,0,0,B,1699.9999999999998,0,1997.0,0.0,47.3826,-122.028,335000
2014,12,0,4.0,2.5,2020.0,5601.799999999999,1.5,0,0,A,1200.0,1,1925.0,0.0,47.55760000000001,-122.376,430000
2014,9,1,4.0,1.5,1790.0,14323.399999999998,1.0,0,0,C,1019.9999999999999,1,1923.0000000000002,0.0,47.64889999999999,-122.33700000000002,560000
2014,8,0,3.0000000000000004,2.0,1720.0,8138.0,1.0,0,0,B,860.0000000000001,1,1956.9999999999998,0.0,47.5092,-122.362,340000
2014,9,0,2.0,1.0,1030.0,5961.799999999999,1.0,0,0,B,1030.0,0,1942.0,0.0,47.6875,-122.387,450000
2014,5,0,3.0000000000000004,1.0,1220.0,7753.6,1.0,0,0,C,1220.0,0,1955.0,0.0,47.7608,-122.353,300000
2014,12,1,5.0,2.5,2020.0,12358.800000000001,1.0,0,0,C,1010.0,1,1963.0,0.0,47.5763,-122.219,750000
2014,10,0,3.0000000000000004,2.0,1590.0,10052.2,1.0,0,0,B,1589.9999999999998,0,1952.0000000000002,0.0,47.4713,-122.344,259000
2014,11,0,3.0000000000000004,1.0,1340.0,6313.199999999999,1.0,0,0,C,1039.9999999999998,1,1920.9999999999998,0.0,47.6916,-122.35199999999999,409500
2014,12,1,3.0000000000000004,2.5,1820.0000000000005,13214.8,1.0,0,0,C,1820.0,0,1953.0,0.0,47.6287,-122.207,875000
2014,5,0,2.0,1.0,1040.0,10155.0,1.0,0,0,A,1039.9999999999998,0,1912.0,0.0,47.3877,-122.234,160000
2014,12,0,3.0000000000000004,1.5,1780.0,11757.799999999997,1.0,0,1,C,1030.0,1,1957.9999999999998,0.0,47.5168,-122.256,420000
2014,5,0,3.0000000000000004,1.0,1050.0,7298.200000000002,1.5,0,0,B,1050.0,0,1954.0,0.0,47.7071,-122.301,360000
2014,10,1,4.0,2.5,2790.0,10967.800000000001,2.0,0,0,B,2790.0,0,1999.0,0.0,47.6085,-122.017,685100
2014,9,0,3.0000000000000004,2.5,1730.0000000000002,3730.6000000000004,2.0,0,0,B,1730.0,0,2014.0,0.0,47.5014,-122.34,329780
2014,5,1,4.0,3.0,3280.0,11532.2,2.0,0,0,B,3280.0,0,1996.0,0.0,47.7073,-122.07,862500
2014,12,0,3.0000000000000004,2.5,1260.0,1905.6,2.0,0,0,B,840.0,1,2007.9999999999998,0.0,47.5872,-122.316,353500
2014,12,0,2.0,1.0,1300.0,8855.4,1.0,0,0,B,1300.0,0,1949.9999999999998,0.0,47.5697,-122.395,337500
2014,9,0,4.0,2.0,1580.0,9153.2,1.0,0,0,C,790.0,1,1945.0000000000002,0.0,47.5378,-122.369,359000
2014,12,0,4.0,3.0,2280.0000000000005,8757.999999999998,2.0,0,0,B,2280.0,0,2009.0000000000002,0.0,47.7333,-121.976,395000
2014,10,0,4.0,2.0,1860.0,10096.2,1.0,0,0,C,1090.0,1,1977.0,0.0,47.3979,-122.174,250000
2014,10,1,2.0,2.5,1500.0,7239.2,2.0,0,0,B,1140.0,1,2014.0,0.0,47.66890000000001,-122.36300000000001,529950
2014,6,0,3.0000000000000004,1.0,970.0,8453.6,1.0,0,0,C,970.0000000000001,0,1967.0,0.0,47.3173,-122.327,219900
2014,6,0,4.0,2.5,2050.0000000000005,5905.8,2.0,0,1,B,1770.0,1,1964.9999999999998,0.0,47.3978,-122.313,386000
2014,8,1,2.0,2.0,1313.0,12065.599999999999,1.0,0,0,B,1313.0000000000002,0,1904.0,2012.0,47.636900000000004,-122.365,885000
2014,5,1,4.0,2.5,2110.0,12582.0,2.0,0,0,B,2110.0,0,1987.0000000000002,0.0,47.54970000000001,-122.077,606000
2014,8,1,3.0000000000000004,1.0,1500.0,5176.4,1.0,0,0,B,1120.0,1,1938.0000000000002,0.0,47.68730000000001,-122.38499999999999,578000
2014,8,0,3.0000000000000004,2.0,1740.0,11729.8,1.0,0,0,B,1230.0,1,1989.0,0.0,47.7397,-122.242,405000
2014,10,0,2.0,2.5,1110.0,1408.6,3.0,0,0,B,1110.0,0,2006.0,0.0,47.6968,-122.34,345000
2014,5,1,3.0000000000000004,2.0,2560.0,14674.4,1.0,0,0,B,2560.0,0,1985.9999999999998,0.0,47.295,-122.086,560000
2014,9,1,3.0000000000000004,2.5,2140.0000000000005,9651.199999999999,1.0,0,0,C,2140.0,0,1959.0000000000002,0.0,47.5505,-122.219,799000
2014,5,0,3.0000000000000004,2.0,1300.0,8979.8,1.0,0,0,B,900.0,1,1992.9999999999998,0.0,47.5374,-122.27,315000
2014,8,0,3.0000000000000004,2.0,1260.0,1257.0,2.0,0,0,B,810.0,1,2011.0,0.0,47.5261,-122.361,255000
2014,8,1,3.0000000000000004,2.5,2500.0,8623.4,2.0,0,0,C,1910.0,1,1992.9999999999998,0.0,47.6393,-122.311,895000
2014,12,1,4.0,2.5,2580.0000000000005,9223.2,2.0,0,0,B,2580.0,0,1992.9999999999998,0.0,47.6319,-122.022,620000
2014,5,1,3.0000000000000004,2.0,1700.0,5907.799999999999,1.0,0,0,B,1459.9999999999998,1,1947.0,0.0,47.65339999999999,-122.415,750000
2014,9,0,2.0,1.0,1040.0,9185.599999999999,1.0,0,1,B,1039.9999999999998,0,1949.0,1989.0,47.6981,-121.87499999999999,154000
2014,9,1,10.0,3.0,2170.0,9335.8,1.0,0,0,B,1290.0,1,1977.0,0.0,47.691,-122.113,555000
2014,7,0,3.0000000000000004,2.0,2200.0000000000005,11641.4,1.0,0,0,B,1270.0,1,1962.0,0.0,47.3745,-122.276,265000
2014,7,1,3.0000000000000004,2.0,2340.0,7437.2,1.5,0,0,A,1620.0,1,1913.9999999999998,0.0,47.6956,-122.335,645000
2014,5,0,4.0,1.0,1529.9999999999998,4420.0,1.5,0,0,B,1400.0,1,1948.0,0.0,47.5015,-122.262,245000
2014,5,0,3.0000000000000004,1.0,1900.0000000000002,10824.2,1.5,0,0,C,1900.0,0,1942.0,0.0,47.2738,-122.27100000000002,239950
2014,5,1,3.0000000000000004,2.0,2220.0000000000005,8196.199999999999,1.0,0,1,C,1220.0,1,1947.0,0.0,47.6426,-122.388,875000
2014,12,1,4.0,2.5,3059.9999999999995,8790.6,2.0,0,0,B,3060.0,0,2006.0,0.0,47.539500000000004,-122.188,710000
2014,5,0,5.0,2.5,1970.0000000000005,11277.199999999999,2.0,0,0,C,1970.0,0,1993.9999999999998,0.0,47.19440000000001,-122.013,297000
